Year,Country,ExportsFASValueBasisYtdDec,GenImportsCIFValBasisYtdDec
2007,St Vincent and the Grenadines,150221,0
2007,Grenada,94256,930107
2007,Barbados,1822620,11034
2007,Trinidad and Tobago,6845612,1201362
2007,Netherlands Antilles,1345577,0
2007,Aruba,2005500,0
2007,Guadeloupe,3216,0
2007,Martinique,3780,0
2007,Colombia,15981995,736604554
2007,Venezuela,13783810,7989473
2007,Guyana,277679,99310
2007,Suriname,329575,0
2007,Ecuador,2269921,86803137
2007,Peru,14521043,192362988
2007,Bolivia,3768227,3868408
2007,Chile,6772861,16662703
2007,Brazil,9432290,893650584
2007,Paraguay,76480,809473
2007,Uruguay,1519028,1043270
2007,Argentina,3485489,48499289
2007,Iceland,1349185,134686
2007,Sweden,2596075,44369454
2007,Norway,921308,604628
2007,Finland,3086202,1380217
2007,Denmark,712971,5621408
2007,United Kingdom,16443154,77990279
2007,Ireland,298845,26563769
2007,Netherlands,15150400,128258703
2007,Belgium,3482864,123250041
2007,France,7742448,70503127
2007,Germany,42609047,282454886
2007,Austria,317843,7426494
2007,Czech Republic,126758,158397
2007,Slovakia,28212,42336
2007,Hungary,190684,1034779
2007,Switzerland,503957,103791725
2007,Estonia,84383,66557
2007,Latvia,1259423,456111
2007,Lithuania,8168,398307
2007,Poland,80096,21245100
2007,Russia,6537322,3537414
2007,Belarus,0,274859
2007,Ukraine,50026,1227213
2007,Armenia,0,21277
2007,Azerbaijan,0,6358
2007,Georgia,16403,372232
2007,Kazakhstan,153000,0
2007,Kyrgyzstan,0,15036
2007,Moldova,0,16971
2007,Uzbekistan,0,474997
2007,Spain,1048271,48086410
2007,Portugal,322884,851989
2007,Malta,40224,0
2007,Italy,5258230,78977466
2007,Croatia,0,2078175
2007,Slovenia,8898,156558
2007,Bosnia and Herzegovina,0,821983
2007,Macedonia,0,583766
2007,Serbia,13104,514245
2007,Montenegro,78120,37571
2007,Albania,0,273898
2007,Greece,1113382,3251145
2007,Romania,23218,38280
2007,Bulgaria,57600,309822
2007,Turkey,469463,27435459
2007,Cyprus,174969,70597
2007,Syria,0,6522597
2007,Lebanon,482685,2093061
2007,Iraq,6255,0
2007,Iran,0,247512
2007,Israel,5295741,24678169
2007,West Bank Administered by Israel,0,8506
2007,Jordan,949203,355859
2007,Kuwait,1802865,0
2007,Saudi Arabia,10750056,77718
2007,Qatar,790028,66195
2007,United Arab Emirates,11602879,379744
2007,Yemen,34346,4487231
2007,Oman,183357,0
2007,Bahrain,566346,0
2007,Afghanistan,8540,11389
2007,India,1327046,181674708
2007,Pakistan,306412,4340879
2007,Nepal,0,59550
2007,Bangladesh,11180,108655
2007,Sri Lanka,6047087,32323138
2007,Burma,3793,0
2007,Thailand,9679113,25727179
2007,Vietnam,741383,361865747
2007,Laos,0,8821706
2007,Cambodia,66725,0
2007,Malaysia,7382793,163214558
2007,Singapore,29102721,66757594
2007,Indonesia,2647918,530253740
2007,Brunei,70885,0
2007,Philippines,25634449,1965334
2007,Macau,53359,28662
2007,Maldives,9583,0
2007,China,31300385,190526107
2007,"Korea, South",58408243,7845720
2007,Hong Kong,22419519,1479908
2007,Taiwan,18960168,6494874
2007,Japan,84091906,24994697
2007,Australia,11597008,2388077
2007,Cocos (Keeling) Islands,0,4809
2007,Papua New Guinea,0,77943709
2007,New Zealand,3176303,88912
2007,Cook Islands,7283,0
2007,Samoa,13374,0
2007,Vanuatu,0,5827
2007,New Caledonia,81754,0
2007,French Polynesia,731435,414815
2007,Marshall Islands,31367,0
2007,Micronesia,7208,0
2007,Palau,116215,0
2007,Fiji,5555,217571
2007,Tonga,51156,41659
2007,Morocco,184646,4342843
2007,Tunisia,0,4643
2007,Libya,15000,0
2007,Egypt,395546,4535384
2007,Equatorial Guinea,68863,0
2007,Cameroon,0,14523079
2007,Senegal,30720,3978
2007,Guinea,0,301676
2007,Sierra Leone,0,9165
2007,Cote d'Ivoire,231184,462312995
2007,Ghana,285125,52356790
2007,Gambia,27504,0
2007,Togo,0,4124547
2007,Nigeria,115854,8707690
2007,Benin,20945,0
2007,Congo (Brazzaville),0,54194
2007,Guinea-Bissau,0,18067
2007,Sao Tome and Principe,2941,47134
2007,Liberia,174397,0
2007,Congo (Kinshasa),0,258701
2007,Burundi,0,1125213
2007,Rwanda,5486,6740022
2007,Ethiopia,0,47232008
2007,Djibouti,0,881039
2007,Uganda,51791,13139518
2007,Kenya,13217,38789770
2007,Seychelles,2800,0
2007,Tanzania,0,13512791
2007,Mozambique,0,170383
2007,Madagascar,0,38198120
2007,Comoros,0,155175
2007,South Africa,3123470,2611057
2007,Zambia,0,981981
2007,Zimbabwe,0,414355
2007,Malawi,0,4866184
2008,Canada,1256211572,995986274
2008,Mexico,272410435,589560508
2008,Guatemala,5989171,387199793
2008,Belize,1080921,15241
2008,El Salvador,9164301,125092606
2008,Honduras,5176234,140125812
2008,Nicaragua,1586309,145091221
2008,Costa Rica,11118882,199889021
2008,Panama,19419575,17831953
2008,Bermuda,3604861,0
2008,Bahamas,4855887,0
2008,Cuba,19556,0
2008,Jamaica,6162320,3986189
2008,Turks and Caicos Islands,114306,0
2008,Cayman Islands,967857,0
2008,Haiti,259058,8563565
2008,Dominican Republic,8449183,48561015
2008,Anguilla,28065,0
2008,British Virgin Islands,168635,7632
2008,St Kitts and Nevis,117040,0
2008,Antigua and Barbuda,504969,0
2008,Montserrat,3203,0
2008,Dominica,59862,0
2008,St Lucia,498534,113812
2008,St Vincent and the Grenadines,177956,0
2008,Grenada,112236,972137
2008,Barbados,2497916,32633
2008,Trinidad and Tobago,7882402,655930
2008,Netherlands Antilles,2321038,7065
2008,Aruba,2579642,0
2008,Guadeloupe,8771,0
2008,Colombia,19767062,890556675
2008,Venezuela,11741115,20983419
2008,Guyana,644784,197718
2008,Suriname,317147,0
2008,Ecuador,2638399,130878088
2008,Peru,18260767,255450028
2008,Bolivia,4359115,5181218
2008,Chile,8487683,15384452
2008,Brazil,8697111,1016206372
2008,Paraguay,94328,866454
2008,Uruguay,1438316,1405205
2008,Argentina,3510569,52808436
2008,Iceland,1106396,328669
2008,Sweden,3746362,42154434
2008,Norway,975449,466222
2008,Finland,2332440,936321
2008,Denmark,2642474,4016731
2008,United Kingdom,17744993,83004883
2008,Ireland,2240626,32928814
2008,Netherlands,15488817,149238976
2008,Belgium,2505784,113037242
2008,Luxembourg,49915,0
2008,France,6025768,69044053
2008,Germany,19074817,290918503
2008,Austria,111363,9095538
2008,Czech Republic,170749,60719
2008,Slovakia,27060,103532
2008,Hungary,198099,1088549
2008,Switzerland,1502331,110190709
2008,Estonia,112712,0
2008,Latvia,3366528,311847
2008,Lithuania,54077,396567
2008,Poland,941474,19207447
2008,Russia,30887401,3574656
2008,Belarus,0,293691
2008,Ukraine,264682,1311067
2008,Armenia,0,4294
2008,Azerbaijan,3464,5713
2008,Georgia,50984,366584
2008,Moldova,5123,8917
2008,Uzbekistan,0,221620
2008,Spain,1972190,56052150
2008,Portugal,445902,982295
2008,Malta,40602,0
2008,Italy,3692975,90413505
2008,Croatia,4748,3969786
2008,Slovenia,24030,389376
2008,Bosnia and Herzegovina,0,1176777
2008,Macedonia,32400,937104
2008,Serbia,475100,376882
2008,Montenegro,163967,0
2008,Albania,27660,74756
2008,Greece,1058683,3011045
2008,Romania,102983,13081
2008,Bulgaria,98088,500619
2008,Turkey,786273,26819044
2008,Cyprus,424826,8364
2008,Syria,3530,2758258
2008,Lebanon,1320205,1869056
2008,Iran,0,538617
2008,Israel,6456687,22522356
2008,West Bank Administered by Israel,0,7442
2008,Jordan,1944821,466771
2008,Kuwait,3011145,0
2008,Saudi Arabia,10389412,39699
2008,Qatar,1222554,0
2008,United Arab Emirates,13903510,303654
2008,Yemen,29134,5137853
2008,Oman,170937,0
2008,Bahrain,968133,0
2008,Afghanistan,10800,2474
2008,India,2300824,205408610
2008,Pakistan,367306,4819054
2008,Nepal,74571,35067
2008,Bangladesh,0,148862
2008,Sri Lanka,3154749,32722997
2008,Thailand,10099813,13407027
2008,Vietnam,1298175,369578154
2008,Laos,0,3789710
2008,Cambodia,99147,0
2008,Malaysia,9542333,296182086
2008,Singapore,36684338,78126683
2008,Indonesia,2918244,653308141
2008,Brunei,72591,0
2008,Philippines,31812438,5146999
2008,Macau,192329,0
2008,Maldives,16329,0
2008,China,28794298,248588828
2008,"Korea, South",54673789,9339803
2008,Hong Kong,22221022,1938257
2008,Taiwan,24035282,7146296
2008,Japan,99236616,31037529
2008,Australia,13248728,1689466
2008,Papua New Guinea,0,83289632
2008,New Zealand,3001494,80485
2008,Cook Islands,4870,0
2008,Samoa,97642,0
2008,Pitcairn Islands,0,0
2008,New Caledonia,71629,0
2008,French Polynesia,549747,424427
2008,Marshall Islands,37805,0
2008,Micronesia,5727,0
2008,Palau,129934,0
2008,Fiji,40812,180699
2008,Tonga,28096,69570
2008,Morocco,188032,6488577
2008,Algeria,617739,0
2008,Libya,21785,0
2008,Egypt,1189707,6402342
2008,Equatorial Guinea,51957,0
2008,Cameroon,0,7909225
2008,Guinea,5689,305438
2008,Sierra Leone,8380,0
2008,Cote d'Ivoire,647058,667466901
2008,Ghana,417340,17313325
2008,Togo,0,9309993
2008,Nigeria,401542,40322660
2008,Burkina Faso,7511,0
2008,Congo (Brazzaville),0,75855
2008,Cabo Verde,8995,0
2008,Sao Tome and Principe,0,33855
2008,Liberia,16099,0
2008,Congo (Kinshasa),8118,538443
2008,Burundi,0,2933746
2008,Rwanda,0,9829413
2008,Ethiopia,0,79368982
2008,Djibouti,0,1025496
2008,Uganda,0,14953238
2008,Kenya,64288,51390730
2008,Seychelles,11136,0
2008,Tanzania,0,16821631
2008,Mauritius,2656,67518
2008,Madagascar,0,32559827
2008,Comoros,0,872359
2008,South Africa,4571861,3931208
2008,Namibia,27392,0
2008,Zambia,0,797823
2008,Swaziland,0,37445
2008,Zimbabwe,0,633114
2008,Malawi,0,4051111
2009,Canada,1264717545,940283157
2009,Mexico,239958562,745248798
2009,Guatemala,6019117,354578642
2009,Belize,2661313,4475
2009,El Salvador,6198358,87298851
2009,Honduras,4547802,78925327
2009,Nicaragua,2343672,116550669
2009,Costa Rica,10399366,163300690
2009,Panama,15165125,8673294
2009,Bermuda,3497004,0
2009,Bahamas,5773210,0
2009,Jamaica,6013802,6228484
2009,Turks and Caicos Islands,142198,0
2009,Cayman Islands,912480,6919
2009,Haiti,487350,7132372
2009,Dominican Republic,9337428,121621383
2009,Anguilla,25746,0
2009,British Virgin Islands,127322,0
2009,St Kitts and Nevis,267573,0
2009,Antigua and Barbuda,548315,0
2009,Dominica,102884,3604
2009,St Lucia,540954,76389
2009,St Vincent and the Grenadines,148339,0
2009,Grenada,114827,708656
2009,Barbados,2875859,32650
2009,Trinidad and Tobago,7497534,594988
2009,Netherlands Antilles,2707893,4507
2009,Aruba,2149169,0
2009,Guadeloupe,42226,0
2009,Martinique,23941,0
2009,Colombia,18486659,824829044
2009,Venezuela,16914554,2980565
2009,Guyana,707161,17240
2009,Suriname,489135,44290
2009,Ecuador,3897899,201331023
2009,Peru,18414811,235739072
2009,Bolivia,1699089,5368705
2009,Chile,7826892,14198240
2009,Brazil,8685409,964814004
2009,Paraguay,347518,808580
2009,Uruguay,491896,894166
2009,Argentina,2428713,56883737
2009,Falkland Islands (Islas Malvinas),8501,0
2009,Iceland,716199,237863
2009,Sweden,3411767,34707370
2009,Norway,449305,386894
2009,Finland,660892,324576
2009,Denmark,1231376,2885600
2009,United Kingdom,22926845,58009771
2009,Ireland,898845,27456595
2009,Netherlands,16923858,176318261
2009,Belgium,3224115,89608521
2009,Monaco,0,4703
2009,France,3313587,64656102
2009,Germany,11070885,265368970
2009,Austria,52777,8468414
2009,Czech Republic,134781,77579
2009,Slovakia,49599,47418
2009,Hungary,159109,1409361
2009,Switzerland,805024,115502964
2009,Estonia,0,2605
2009,Latvia,640651,306659
2009,Lithuania,33438,341612
2009,Poland,5114822,18636916
2009,Russia,14473012,3873214
2009,Belarus,14390,266770
2009,Ukraine,0,1941539
2009,Armenia,0,39980
2009,Azerbaijan,0,19619
2009,Georgia,3000,1277326
2009,Kazakhstan,10000,0
2009,Kyrgyzstan,2531,0
2009,Uzbekistan,5745,296600
2009,Spain,3686521,70350085
2009,Portugal,784930,1143428
2009,Malta,39042,0
2009,San Marino,18895,0
2009,Italy,3065476,73348657
2009,Croatia,41904,1907732
2009,Slovenia,67798,172454
2009,Bosnia and Herzegovina,0,1114214
2009,Macedonia,0,502451
2009,Serbia,282400,595686
2009,Montenegro,102136,13924
2009,Albania,0,430596
2009,Greece,911448,3171162
2009,Romania,119509,15108
2009,Bulgaria,71264,1280213
2009,Turkey,613603,22850438
2009,Cyprus,137679,9591
2009,Syria,0,5029916
2009,Lebanon,787204,2108710
2009,Iraq,5800,0
2009,Iran,0,526124
2009,Israel,2769236,16895733
2009,West Bank Administered by Israel,0,53975
2009,Jordan,3130166,572605
2009,Kuwait,3394512,0
2009,Saudi Arabia,15227685,44235
2009,Qatar,1880972,0
2009,United Arab Emirates,17717658,558260
2009,Yemen,120171,1915380
2009,Oman,443846,0
2009,Bahrain,978803,0
2009,Afghanistan,0,3154
2009,India,2597416,169140383
2009,Pakistan,134738,6600660
2009,Nepal,66348,148238
2009,Bangladesh,63006,242848
2009,Sri Lanka,186488,26939922
2009,Thailand,9360927,9917089
2009,Vietnam,2050202,346591650
2009,Laos,0,2626026
2009,Cambodia,49297,0
2009,Malaysia,14189770,281672801
2009,Singapore,35658867,64478546
2009,Indonesia,3734929,688920894
2009,Timor-Leste,7550,0
2009,Brunei,183778,0
2009,Philippines,29957074,1991908
2009,Macau,152911,0
2009,China,35069203,174287745
2009,Mongolia,7939,0
2009,"Korea, South",70624979,8928391
2009,Hong Kong,18499485,1859602
2009,Taiwan,29979262,6630849
2009,Japan,92353549,33798727
2009,Australia,15736458,478022
2009,Papua New Guinea,4280,82711965
2009,New Zealand,3140739,99498
2009,Samoa,51874,0
2009,Vanuatu,66755,0
2009,New Caledonia,83262,0
2009,Wallis and Futuna,0,22231
2009,French Polynesia,536542,421581
2009,Marshall Islands,79114,0
2009,Micronesia,8701,0
2009,Palau,88096,0
2009,Fiji,42084,127568
2009,Tonga,0,33475
2009,Morocco,32301,4261437
2009,Algeria,0,1381557
2009,Tunisia,4856,3451
2009,Libya,158220,0
2009,Egypt,823125,5931301
2009,Equatorial Guinea,75196,0
2009,Cameroon,0,13884141
2009,Senegal,0,5253
2009,Mali,0,12100
2009,Guinea,18000,52921
2009,Sierra Leone,12013,89224
2009,Cote d'Ivoire,313179,663120095
2009,Ghana,276926,90771097
2009,Togo,0,5796122
2009,Nigeria,808043,46011713
2009,Angola,44728,0
2009,Guinea-Bissau,0,9483
2009,Cabo Verde,2850,0
2009,Sao Tome and Principe,3851,108225
2009,Liberia,16017,110671
2009,Congo (Kinshasa),0,100153
2009,Burundi,0,4176482
2009,Rwanda,0,14028941
2009,Ethiopia,0,39890138
2009,Djibouti,0,183572
2009,Uganda,0,24782750
2009,Kenya,11650,47192266
2009,Tanzania,3186,24720090
2009,Mauritius,8550,0
2009,Mozambique,0,129114
2009,Madagascar,0,30386010
2009,Comoros,0,1072942
2009,South Africa,2175993,3020843
2009,Namibia,34224,0
2009,Zambia,0,682014
2009,Swaziland,0,38309
2009,Zimbabwe,0,507890
2009,Malawi,0,6021381
2010,Canada,1455290351,1272963876
2010,Mexico,276038658,855497620
2010,Guatemala,7213089,314202609
2010,Belize,3017220,0
2010,El Salvador,9582014,82468585
2010,Honduras,4305249,80637864
2010,Nicaragua,1938913,169808233
2010,Costa Rica,13780149,171308346
2010,Panama,26864762,8122973
2010,Bermuda,3432694,0
2010,Bahamas,5796773,0
2010,Jamaica,6907557,6422923
2010,Turks and Caicos Islands,240163,26676
2010,Cayman Islands,1164982,0
2010,Haiti,292658,4294744
2010,Dominican Republic,10005042,66190779
2010,Anguilla,54158,0
2010,British Virgin Islands,351834,0
2010,St Kitts and Nevis,237339,0
2010,Antigua and Barbuda,402942,0
2010,Montserrat,7902,0
2010,Dominica,131209,0
2010,St Lucia,518982,31128
2010,St Vincent and the Grenadines,251834,22293
2010,Grenada,221517,1237945
2010,Barbados,2996141,9980
2010,Trinidad and Tobago,9243049,2111435
2010,Netherlands Antilles,3408037,0
2010,Aruba,2562895,0
2010,Guadeloupe,65720,0
2010,Martinique,57230,0
2010,Colombia,22559165,958036418
2010,Venezuela,17414077,6079434
2010,Guyana,797652,9593
2010,Suriname,349281,0
2010,Ecuador,4344568,122058769
2010,Peru,22940242,279910316
2010,Bolivia,3271387,4066247
2010,Chile,10785872,14131140
2010,Brazil,9525566,1318684469
2010,Paraguay,735551,1318400
2010,Uruguay,1954857,1000049
2010,Argentina,3451713,70928559
2010,Iceland,834581,305500
2010,Sweden,2633878,43257296
2010,Norway,832389,599963
2010,Finland,135215,1277558
2010,Denmark,1760799,2548004
2010,United Kingdom,26129738,59967084
2010,Ireland,1294047,15338766
2010,Netherlands,19317704,265830136
2010,Belgium,12454705,102197255
2010,Luxembourg,20239,0
2010,Andorra,89598,0
2010,Monaco,0,8155
2010,France,5431715,83452027
2010,Germany,30912571,353173961
2010,Austria,21550,10474612
2010,Czech Republic,191669,90160
2010,Slovakia,39919,60035
2010,Hungary,181312,1581459
2010,Switzerland,13019785,117188140
2010,Estonia,316108,0
2010,Latvia,1412641,364485
2010,Lithuania,26492,146788
2010,Poland,2190400,22198603
2010,Russia,34079420,3896887
2010,Belarus,0,305102
2010,Ukraine,44343,1858199
2010,Armenia,0,137705
2010,Georgia,5000,336288
2010,Kyrgyzstan,0,2094
2010,Uzbekistan,0,1217276
2010,Spain,2899772,93669812
2010,Portugal,369522,1469579
2010,Gibraltar,76727,0
2010,Malta,55567,0
2010,San Marino,36739,0
2010,Italy,4522949,86320135
2010,Croatia,31187,2500658
2010,Slovenia,64602,47958
2010,Bosnia and Herzegovina,0,1507982
2010,Macedonia,0,197164
2010,Serbia,0,899854
2010,Kosovo,17100,0
2010,Montenegro,0,7302
2010,Albania,0,548705
2010,Greece,1267009,2920282
2010,Romania,2829,291260
2010,Bulgaria,88260,948270
2010,Turkey,904798,24317180
2010,Cyprus,353859,89388
2010,Syria,100347,8481312
2010,Lebanon,951753,2125131
2010,Iraq,10090,0
2010,Iran,0,703528
2010,Israel,3596309,21598899
2010,West Bank Administered by Israel,0,6458
2010,Jordan,3346259,694153
2010,Kuwait,4015321,0
2010,Saudi Arabia,18622784,79671
2010,Qatar,1557189,0
2010,United Arab Emirates,18226016,535321
2010,Yemen,45511,3279165
2010,Oman,243623,3539
2010,Bahrain,703495,0
2010,Afghanistan,30462,4363
2010,India,4194563,217115978
2010,Pakistan,232021,8533734
2010,Nepal,0,147689
2010,Bangladesh,3062,485040
2010,Sri Lanka,88891,40649715
2010,Thailand,9095787,11739055
2010,Vietnam,3027362,465792395
2010,Laos,0,1280471
2010,Cambodia,227490,12019
2010,Malaysia,14165024,348839585
2010,Singapore,38799603,59597232
2010,Indonesia,4702373,876523486
2010,Brunei,323920,0
2010,Philippines,42318299,2131214
2010,Macau,221254,0
2010,Maldives,3600,0
2010,China,41018622,239741395
2010,Mongolia,5602,0
2010,"Korea, South",92455578,11460399
2010,Hong Kong,26582624,1342511
2010,Taiwan,31248399,7766251
2010,Japan,106667194,38302242
2010,Australia,17311023,1302933
2010,Cocos (Keeling) Islands,82150,0
2010,Papua New Guinea,3212,81497878
2010,New Zealand,3245213,77100
2010,Cook Islands,32000,0
2010,Samoa,9295,0
2010,Vanuatu,0,5891
2010,Kiribati,4020,0
2010,New Caledonia,74366,0
2010,French Polynesia,569474,780757
2010,Marshall Islands,46688,0
2010,Micronesia,51768,0
2010,Palau,181373,0
2010,Fiji,68008,263724
2010,Tonga,0,110312
2010,Morocco,236740,6626242
2010,Libya,144162,0
2010,Egypt,1228709,7862462
2010,Sudan,0,6431
2010,Equatorial Guinea,67951,0
2010,Cameroon,0,38776222
2010,Senegal,0,8619
2010,Guinea,35552,448417
2010,Sierra Leone,0,3175
2010,Cote d'Ivoire,0,796696751
2010,Ghana,909876,186000535
2010,Togo,0,8173836
2010,Nigeria,686857,41902239
2010,Central African Republic,0,19209
2010,Benin,170000,0
2010,Congo (Brazzaville),22113,97225
2010,Cabo Verde,0,32782
2010,Sao Tome and Principe,0,49746
2010,Liberia,45268,0
2010,Congo (Kinshasa),0,1377716
2010,Burundi,0,3408361
2010,Rwanda,0,19190877
2010,Ethiopia,3808,73642183
2010,Djibouti,0,647982
2010,Uganda,27108,37111524
2010,Kenya,10000,52275694
2010,Tanzania,0,16049261
2010,Mozambique,0,386510
2010,Madagascar,0,30908012
2010,Comoros,0,1681965
2010,South Africa,3386004,3733831
2010,Namibia,66012,0
2010,Zambia,0,229857
2010,Swaziland,0,77712
2010,Zimbabwe,0,870519
2010,Malawi,0,6180890
2010,Lesotho,0,127086
2011,Canada,1787344992,1481217718
2011,Mexico,328509218,1199676614
2011,Guatemala,9827371,608840324
2011,Belize,3891392,29216
2011,El Salvador,15930008,207368044
2011,Honduras,6337245,237169614
2011,Nicaragua,2549648,228285672
2011,Costa Rica,15768680,265014621
2011,Panama,30554419,8476377
2011,Bermuda,3859301,0
2011,Bahamas,5782558,0
2011,Cuba,519202,0
2011,Jamaica,8334080,4984131
2011,Turks and Caicos Islands,243471,0
2011,Cayman Islands,1212255,0
2011,Haiti,449874,6163535
2011,Dominican Republic,12758363,71122421
2011,Anguilla,44506,0
2011,British Virgin Islands,268088,2314
2011,St Kitts and Nevis,134733,0
2011,Antigua and Barbuda,489971,18385
2011,Montserrat,16449,0
2011,Dominica,129933,5831
2011,St Lucia,649824,68709
2011,St Vincent and the Grenadines,235553,0
2011,Grenada,207180,1033672
2011,Barbados,3324819,28436
2011,Trinidad and Tobago,11504423,778886
2011,Netherlands Antilles,1337158,0
2011,Sint Maarten,885646,0
2011,Curacao,1305471,0
2011,Aruba,3227216,0
2011,Guadeloupe,27885,0
2011,Martinique,22164,0
2011,Colombia,27569277,1495849597
2011,Venezuela,20222102,2350139
2011,Guyana,1337565,14514
2011,Suriname,279696,0
2011,Ecuador,5671281,278925020
2011,Peru,24713197,470596054
2011,Bolivia,5882135,6028507
2011,Chile,16813542,12961485
2011,Brazil,16697190,2249664546
2011,Paraguay,907597,1432146
2011,Uruguay,2693128,837358
2011,Argentina,4610040,77421627
2011,Iceland,1509224,509937
2011,Sweden,2870153,57791642
2011,Norway,674463,512633
2011,Finland,138639,2975590
2011,Denmark,2763599,2907859
2011,United Kingdom,26051304,43294649
2011,Ireland,1845558,27874062
2011,Netherlands,25988143,313916343
2011,Belgium,3614223,129750590
2011,Andorra,184138,0
2011,Monaco,0,4413
2011,France,5613300,86507825
2011,Germany,65105666,454909691
2011,Austria,26603,12738626
2011,Czech Republic,247891,316029
2011,Slovakia,14305,801178
2011,Hungary,1084386,2917066
2011,Switzerland,1995081,149389325
2011,Estonia,1094510,113558
2011,Latvia,2081075,433344
2011,Lithuania,29257,428913
2011,Poland,1598752,25747585
2011,Russia,42090295,3470545
2011,Belarus,6090,750371
2011,Ukraine,58441,2274034
2011,Armenia,10970,162268
2011,Azerbaijan,31935,0
2011,Georgia,9503,258657
2011,Uzbekistan,2679,1841671
2011,Spain,3590611,109397984
2011,Portugal,349068,1876251
2011,Malta,39102,0
2011,San Marino,28611,0
2011,Italy,6027145,109601078
2011,Croatia,0,2245312
2011,Slovenia,76395,12771
2011,Bosnia and Herzegovina,0,1051472
2011,Macedonia,29250,237054
2011,Serbia,47220,1128230
2011,Kosovo,9247,0
2011,Montenegro,0,19432
2011,Albania,74852,526408
2011,Greece,1176566,3456524
2011,Romania,8476,771364
2011,Bulgaria,1167934,1235631
2011,Turkey,1166265,28412062
2011,Cyprus,139658,45255
2011,Syria,6615,10472708
2011,Lebanon,912588,2326243
2011,Iraq,58326,0
2011,Israel,4543925,21204445
2011,West Bank Administered by Israel,0,16235
2011,Jordan,1568702,885148
2011,Kuwait,2645711,0
2011,Saudi Arabia,21200279,61509
2011,Qatar,1616465,0
2011,United Arab Emirates,18404739,285826
2011,Yemen,115226,437763
2011,Oman,193267,13411
2011,Bahrain,855771,0
2011,Afghanistan,9524,246205
2011,India,6540137,286314106
2011,Pakistan,249890,10415345
2011,Nepal,177010,117222
2011,Bangladesh,16200,687724
2011,Sri Lanka,883154,42543600
2011,Thailand,9947178,12370302
2011,Vietnam,6581716,659225557
2011,Laos,0,7874406
2011,Cambodia,226130,7440
2011,Malaysia,17386783,335744263
2011,Singapore,43536704,58154533
2011,Indonesia,12590626,754383334
2011,Brunei,442816,0
2011,Philippines,45186080,3054404
2011,Macau,201904,0
2011,Maldives,3083,0
2011,China,62021216,272485142
2011,Mongolia,215805,233750
2011,"Korea, South",118181075,12256474
2011,Hong Kong,30110291,1535258
2011,Taiwan,36632958,9518437
2011,Japan,122824136,49221455
2011,Australia,28416815,2125653
2011,Papua New Guinea,13156,100506100
2011,New Zealand,3336128,238241
2011,Cook Islands,68782,0
2011,Samoa,10250,0
2011,New Caledonia,65110,0
2011,French Polynesia,815629,482017
2011,Marshall Islands,79531,0
2011,Micronesia,85348,0
2011,Palau,156218,0
2011,Fiji,50542,848941
2011,Tonga,0,15496
2011,Morocco,221803,8373215
2011,Egypt,1392071,9979411
2011,Equatorial Guinea,88953,45998
2011,Cameroon,22638,49313168
2011,Senegal,0,15240
2011,Guinea,3263,1884971
2011,Sierra Leone,0,35239
2011,Cote d'Ivoire,18216,898538809
2011,Ghana,732303,276423198
2011,Gambia,5000,0
2011,Niger,22539,0
2011,Togo,67278,29305933
2011,Nigeria,623690,66851017
2011,Central African Republic,8654,0
2011,Benin,105000,0
2011,Angola,22357,0
2011,Congo (Brazzaville),0,254024
2011,Guinea-Bissau,0,167237
2011,Sao Tome and Principe,0,27725
2011,Liberia,101368,82844
2011,Congo (Kinshasa),2700,534102
2011,Burundi,0,9764790
2011,Rwanda,0,28977531
2011,Ethiopia,0,103904906
2011,Djibouti,2522,830244
2011,Uganda,0,38150250
2011,Kenya,0,58000188
2011,Tanzania,24838,30455699
2011,Mauritius,4060,0
2011,Mozambique,0,235851
2011,Madagascar,0,32201881
2011,Comoros,0,1820670
2011,South Africa,4470349,4098069
2011,Namibia,232642,0
2011,Zambia,0,293323
2011,Zimbabwe,12170,1548837
2011,Malawi,0,8530499
2011,Lesotho,22000,0
2012,Canada,1867734876,1532802816
2012,Mexico,353772067,1179332834
2012,Guatemala,11502743,596918856
2012,Belize,4689716,88826
2012,El Salvador,16321792,124798852
2012,Honduras,8348304,292853046
2012,Nicaragua,3857609,234122457
2012,Costa Rica,16320915,268844328
2012,Panama,37205550,9090867
2012,Bermuda,3696655,0
2012,Bahamas,6949854,0
2012,Cuba,175100,0
2012,Jamaica,8583156,6716187
2012,Turks and Caicos Islands,355727,0
2012,Cayman Islands,1040252,55617
2012,Haiti,470270,9025875
2012,Dominican Republic,14046804,108412136
2012,Anguilla,22275,0
2012,British Virgin Islands,288576,0
2012,St Kitts and Nevis,295762,0
2012,Antigua and Barbuda,542333,66078
2012,Montserrat,7413,0
2012,Dominica,435417,0
2012,St Lucia,747473,26401
2012,St Vincent and the Grenadines,309688,28693
2012,Grenada,164714,1025794
2012,Barbados,3702624,36667
2012,Trinidad and Tobago,12985017,723020
2012,Sint Maarten,1479776,0
2012,Curacao,1564940,0
2012,Aruba,4171837,0
2012,Guadeloupe,50844,0
2012,Martinique,15899,0
2012,Colombia,32690663,1038519190
2012,Venezuela,37638186,1445771
2012,Guyana,1084990,100786
2012,Suriname,317164,0
2012,French Guiana,15807,0
2012,Ecuador,8152569,150077316
2012,Peru,27918426,326464514
2012,Bolivia,5272395,5640411
2012,Chile,20843991,12536237
2012,Brazil,15609517,1620198139
