"Year","Country","Coffee","Tea","Spices","Chocolate","Cocoa"
2000,"United Kingdom",6969380,8766918,920299,52568271,14716678
2001,"United Kingdom",8360083,9085192,1058339,53864438,9232209
2002,"United Kingdom",4329045,9649112,577760,47439775,17487139
2003,"United Kingdom",4945431,11706557,1012170,36187589,24884116
2004,"United Kingdom",9201369,12029462,584548,39698013,24419891
2005,"United Kingdom",9164015,16471479,542985,39291633,17734558
2006,"United Kingdom",5554055,23208721,434603,37122384,13631825
2007,"United Kingdom",4576577,23017963,417801,37256925,12721013
2008,"United Kingdom",5141237,23232505,328288,39234527,15068326
2009,"United Kingdom",4693266,19665000,276436,18047111,15327958
2010,"United Kingdom",6832203,21278048,564656,17618083,13674094
2011,"United Kingdom",5666221,16900469,959067,19741105,27787
2012,"United Kingdom",4883157,10769763,604966,30875244,26575
2013,"United Kingdom",4723066,11872154,794638,32548044,97743
2014,"United Kingdom",4181571,12634593,784655,25245522,72799
2015,"United Kingdom",4198589,13721277,1587161,24775814,125357
2016,"United Kingdom",3926295,13203454,1416303,39669377,101385
2004,"Uruguay",5036,118360,9135,307543,2826
1996,"Venezuela",58200724,0,0,143205,3909829
1997,"Venezuela",12373027,0,0,1138718,3764754
1998,"Venezuela",18896335,0,23200,240690,1848507
1999,"Venezuela",48168248,18830,25750,427017,1594281
2000,"Venezuela",4754762,0,0,292112,1235427
2001,"Venezuela",578798,2163,0,685103,679681
2002,"Venezuela",12170823,5060,0,1030929,1464138
2003,"Venezuela",12012898,3181,0,1380124,2695246
2004,"Venezuela",8929841,0,0,2952648,2037433
2005,"Venezuela",29088,0,0,3052169,1051717
2006,"Venezuela",316213,0,3377,1730499,1077506
2007,"Venezuela",3513922,0,0,1385514,3090037
2008,"Venezuela",15739295,0,45550,1179856,4018718
2009,"Venezuela",703735,0,0,627098,1649732
2010,"Venezuela",778410,0,0,929242,4371782
2011,"Venezuela",9563,0,0,1384179,956397
2012,"Venezuela",85791,0,0,649798,710182
2013,"Venezuela",518307,0,0,619241,7145240
1997,"Vietnam",112716015,866358,3024409,0,6154
2002,"Vietnam",63497059,1810773,20133258,71123,0
2008,"Vietnam",311558678,3655018,54194225,136026,34207
2009,"Vietnam",281963605,6013384,58423035,126606,65020
2010,"Vietnam",391991693,6227443,66951736,209288,412235
2011,"Vietnam",519457710,6085976,133427413,254458,0
2012,"Vietnam",645112089,10696476,103104103,152949,35942
2013,"Vietnam",505306688,12840472,181606575,670974,0
2014,"Vietnam",534168857,13926355,289370114,743786,0
2015,"Vietnam",392868632,11264602,304785096,897853,46057
2016,"Vietnam",535635080,8337872,346761431,1405113,16474
